reviews,seat_type,date,country,recommend
"""food absolutely atrocious""",Economy Class,2016-11-23,United Kingdom,no
"""cutting too many corners""",Premium Economy,2016-11-23,United Kingdom,no
"""staff service completely forgettable""",Economy Class,2016-11-23,United Kingdom,yes
"""a total embarrassment""",Economy Class,2016-11-22,United Kingdom,no
"""food not great and entertainment options poor""",First Class,2016-11-21,United Kingdom,no
"""service was the usual British Airways""",Premium Economy,2016-11-21,United Kingdom,yes
"""the new seats are very comfortable""",Premium Economy,2016-11-21,United Kingdom,yes
"""low-cost airline standard""",Economy Class,2016-11-21,United Kingdom,no
"""BA continue to cut service""",First Class,2016-11-18,Canada,no
"""BA have refused all responsibility""",Economy Class,2016-11-17,United Kingdom,yes
"""space provided for business class is just ludicrous""",Business Class,2016-11-17,South Africa,no
"""cabin was immaculate""",First Class,2016-11-16,United States,yes
"""it was beyond ridiculous""",Economy Class,2016-11-16,United States,no
"""excellent service overall""",First Class,2016-11-15,United States,yes
"""all we got was a small bag of crisps""",Economy Class,2016-11-15,United Kingdom,yes
"""do not know if I will fly again""",Economy Class,2016-11-14,Portugal,no
"""I will no longer fly with BA""",Economy Class,2016-11-14,United Kingdom,no
"""special when the service is ok""",Economy Class,2016-11-14,Portugal,yes
"""another underwhelming experience""",First Class,2016-11-13,United Kingdom,no
"""underwhelming due to bean counters""",First Class,2016-11-12,United Kingdom,no
"""bit amateur for business class """,Business Class,2016-11-11,United Kingdom,yes
"""was one bad trip too many""",Premium Economy,2016-11-10,United Kingdom,no
"""plane very dated and dirty""",Premium Economy,2016-11-10,United Kingdom,no
"""cabin crew did a sterling job""",Economy Class,2016-11-09,United Kingdom,yes
"""seat was very uncomfortable""",Economy Class,2016-11-09,South Africa,no
"""service was second to none""",First Class,2016-11-09,United Kingdom,yes
"""Goodbye British Airways""",Premium Economy,2016-11-08,United Kingdom,no
"""getting worse and worse""",Economy Class,2016-11-08,Greece,no
"""need to revaluate their offering""",First Class,2016-11-08,United Kingdom,yes
"""budget service at a high price""",Economy Class,2016-11-08,United Kingdom,no
"""BA has gone downhill""",Economy Class,2016-11-08,Cyprus,no
"""nothing short of a joke""",Business Class,2016-11-07,United Kingdom,no
"""Cabin looked worn and dated""",Economy Class,2016-11-07,United Kingdom,yes
"""not worth a premium""",Business Class,2016-11-07,United Kingdom,no
"""cabin crew were excellent in every way""",Economy Class,2016-11-06,United Kingdom,yes
"""we had been downgraded""",Premium Economy,2016-11-05,United Kingdom,no
"""Will not use BA again""",Economy Class,2016-11-05,United Kingdom,no
"""well worth the money""",Economy Class,2016-11-04,United Kingdom,yes
"""they started dropping the ball""",Economy Class,2016-11-04,United Kingdom,no
"""leg room was poor""",Economy Class,2016-11-03,United Kingdom,no
"""to fly to disappoint""",Business Class,2016-11-03,United Kingdom,no
"""stewardesses were very friendly and attentive""",Economy Class,2016-11-01,United Kingdom,yes
"""good service levels""",Economy Class,2016-11-01,United Kingdom,yes
"""no longer my airline of choice""",Business Class,2016-11-01,United Kingdom,no
"""BA crews are tremendous""",Business Class,2016-10-31,United States,yes
"""standard slipped considerably""",Economy Class,2016-10-30,Canada,no
"""smart and clean A321""",Economy Class,2016-10-30,United Kingdom,yes
"""pleasantly surprised by the experience""",Premium Economy,2016-10-29,United Kingdom,yes
"""cabin crew were professional and unobtrusive""",Economy Class,2016-10-29,Kuwait,yes
"""cheaper than EasyJet""",Economy Class,2016-10-29,Qatar,yes
"""BA trying to save money""",Premium Economy,2016-10-27,Singapore,no
"""don't make same mistake as me""",Business Class,2016-10-27,Belgium,no
"""embarrass flight staff so much""",Economy Class,2016-10-26,United Kingdom,no
"""excellent and friendly cabin crew""",Business Class,2016-10-25,Netherlands,yes
"""very friendly but not attentive""",Business Class,2016-10-24,United Kingdom,no
"""another less than satisfactory experience""",Business Class,2016-10-24,United Kingdom,no
"""the cabin appeared dated and untidy""",Premium Economy,2016-10-24,Thailand,no
"""great welcome and service""",Business Class,2016-10-23,United Kingdom,yes
"""cost cutting to extreme levels""",Premium Economy,2016-10-23,United Kingdom,no
"""had a perfectly satisfactory flight""",First Class,2016-10-23,United Kingdom,yes
"""listening to cabin crew moaning""",Economy Class,2016-10-22,United Kingdom,no
"""never again British Airways""",Economy Class,2016-10-20,United Kingdom,no
"""lost my patience with BA""",First Class,2016-10-20,United Kingdom,no
"""another abysmal flight from BA""",Economy Class,2016-10-18,United Kingdom,no
"""disappointed and expected so much more""",First Class,2016-10-18,South Africa,no
"""IFE poor to say the least""",Economy Class,2016-10-17,United Kingdom,no
"""service become far more erratic""",Business Class,2016-10-17,United Kingdom,no
"""not travel with them again""",Premium Economy,2016-10-16,Australia,no
"""used to be such a class act""",Business Class,2016-10-16,New Zealand,no
"""no longer the premier airline""",Economy Class,2016-10-15,United Kingdom,no
"""Very poor service""",First Class,2016-10-15,Ireland,no
"""the crew make the difference""",Economy Class,2016-10-15,United Kingdom,yes
"""lack of space ruined an otherwise flawless flight""",Economy Class,2016-10-15,Ireland,no
"""breakfast was a bad joke""",Economy Class,2016-10-15,Czech Republic,no
"""worst long-haul experience""",Economy Class,2016-10-13,Australia,no
"""yet another abysmal flight""",Economy Class,2016-10-12,United Kingdom,no
"""they are unreliable """,First Class,2016-10-11,United States,no
"""not customer focussed in any way whatsoever""",Economy Class,2016-10-11,United Kingdom,no
"""how disappointed we were""",Business Class,2016-10-10,United Kingdom,no
"""the lowering of standards""",Economy Class,2016-10-10,United Kingdom,no
"""avoid British Airways at all costs""",Business Class,2016-10-10,Canada,no
"""I dislike them so much""",Economy Class,2016-10-07,United Kingdom,no
"""terrible, uncaring airline""",Economy Class,2016-10-07,United Kingdom,no
"""this is a humourless service""",Economy Class,2016-10-07,United Kingdom,yes
"""the food is a disgrace""",First Class,2016-10-06,United Arab Emirates,no
"""it was like being in a time warp""",Economy Class,2016-10-05,United Kingdom,no
"""plane was clearly dated""",Economy Class,2016-10-05,Portugal,yes
"""crew were extremely nice""",Economy Class,2016-10-05,Portugal,yes
"""thought BA couldn't stoop any lower""",Premium Economy,2016-10-04,Canada,no
"""indifferent attitudes of cabin service""",Premium Economy,2016-10-03,United States,no
"""reduction in quality of food""",Economy Class,2016-10-03,United States,yes
"""luggage misplaced in the plane""",Economy Class,2016-10-03,Germany,no
"""staff were just about acceptable""",Business Class,2016-10-01,United Kingdom,no
"""Seats hard but okay""",Economy Class,2016-10-01,United Kingdom,yes
"""staff were rude and inattentive""",Economy Class,2016-09-30,United Kingdom,no
"""a mistake to choose BA""",Business Class,2016-09-30,Thailand,no
"""unlikely we will ever fly with them again""",Economy Class,2016-09-30,United Kingdom,no
"""not fit for purpose""",Economy Class,2016-09-30,United Kingdom,no
"""provided a high quality service""",First Class,2016-09-30,Australia,yes
"""trading on previous good reputation""",Economy Class,2016-09-29,United Kingdom,no
"""expectations low and still disappointed""",Business Class,2016-09-29,United Kingdom,no
"""very helpful and attentive""",First Class,2016-09-29,Australia,yes
"""crew professional and efficient""",Business Class,2016-09-29,United Kingdom,yes
"""I was unable to select a seat""",Premium Economy,2016-09-28,United States,yes
"""start offering food for purchase?""",Economy Class,2016-09-28,United Kingdom,yes
"""feel of a budget carrier""",Business Class,2016-09-27,New Zealand,no
"""excellent cabin crew""",Business Class,2016-09-27,Argentina,yes
"""cabin crew were polite, friendly and efficient""",Economy Class,2016-09-25,United Kingdom,yes
"""staff were professional and helpful""",Economy Class,2016-09-25,Germany,yes
"""was a nightmare experience""",Premium Economy,2016-09-25,United States,no
"""worst experience I have had flying""",Economy Class,2016-09-23,Ireland,no
"""need to pay for selecting seats,""",Premium Economy,2016-09-23,United Arab Emirates,yes
"""why would anyone fly BA""",Premium Economy,2016-09-23,United Kingdom,no
"""race to complete dinner service """,Economy Class,2016-09-23,United Kingdom,yes
"""one of the worst flight/travel experiences""",Economy Class,2016-09-22,United Arab Emirates,no
"""food just gets worse each trip""",Economy Class,2016-09-22,United Kingdom,no
"""possibly cabin crew were embarrassed""",Economy Class,2016-09-21,United Kingdom,no
"""food tasty and staff friendly""",Business Class,2016-09-21,Taiwan,yes
"""cabin crew very apologetic""",Economy Class,2016-09-21,United States,no
"""rude and uncaring""",Economy Class,2016-09-21,United Kingdom,no
"""by far the worst cabin crew""",Business Class,2016-09-20,Australia,no
"""no one cares about anything""",Economy Class,2016-09-20,United Kingdom,no
"""crew very good, friendly and chatty""",Business Class,2016-09-20,United Kingdom,yes
"""positioning as a budget airline""",Economy Class,2016-09-19,Australia,no
"""not worth paying for First Class""",First Class,2016-09-18,United Kingdom,no
"""BA on this route are a joke""",Business Class,2016-09-18,United Kingdom,no
"""better to find another airline""",Economy Class,2016-09-17,United Kingdom,no
"""reasonable value for money""",Economy Class,2016-09-17,United Kingdom,yes
"""more uncomfortable than many airlines""",Economy Class,2016-09-17,United Kingdom,no
"""unfair and bad business practice""",Economy Class,2016-09-15,United Kingdom,no
"""no warm food on recent flights""",Economy Class,2016-09-15,United Kingdom,no
"""only 4 seats available to choose from""",Economy Class,2016-09-14,United Kingdom,yes
"""look at alternatives next time""",Business Class,2016-09-14,United Kingdom,no
"""First Class is average at best""",First Class,2016-09-14,United Kingdom,no
"""there are more cutbacks""",Economy Class,2016-09-14,United Kingdom,yes
"""a bit disappointing really""",Business Class,2016-09-14,United Kingdom,yes
"""very disappointed by gate agents""",Business Class,2016-09-14,Switzerland,no
"""seat pitch on the small side""",Business Class,2016-09-14,Switzerland,yes
"""service does not meet standards""",Economy Class,2016-09-14,United Kingdom,no
"""gradually declined in quality""",Economy Class,2016-09-11,United Kingdom,no
"""crew were polite and helpful""",Economy Class,2016-09-11,United Kingdom,yes
"""in all a waste of money""",Business Class,2016-09-11,Germany,no
"""BA treats as a normal practice""",Business Class,2016-09-07,United Kingdom,no
"""aircraft was very old, outdated""",Economy Class,2016-09-07,Germany,no
"""cabin crew was professional""",Economy Class,2016-09-05,Austria,yes
"""cancelled due to technical issues""",Economy Class,2016-09-04,United Kingdom,no
"""comfortable and enough legroom""",Economy Class,2016-09-03,United Kingdom,yes
"""Club Europe seats are a joke""",Business Class,2016-09-01,United Kingdom,no
"""cabin crew excellent""",Business Class,2016-09-01,Cyprus,no
"""the best thing was the crew""",Economy Class,2016-08-31,Germany,yes
"""crew below average""",Economy Class,2016-08-31,Singapore,no
"""breakfast was very tasty""",Economy Class,2016-08-31,United Kingdom,yes
"""seats are dirty and ripped""",Business Class,2016-08-30,United Kingdom,no
"""charges for baggage are outrageous""",Economy Class,2016-08-29,United Kingdom,yes
"""was like a no frills airline""",Economy Class,2016-08-29,United Kingdom,no
"""service was good""",Economy Class,2016-08-28,Australia,yes
"""no longer lives up to expectations""",Economy Class,2016-08-27,United Kingdom,no
"""doesn't cut the mustard any longer""",First Class,2016-08-26,United Kingdom,no
"""no longer competes on service""",Economy Class,2016-08-24,Germany,no
"""decline in the BA level of service""",Economy Class,2016-08-23,United Kingdom,no
"""aging BA B747 aircraft""",Economy Class,2016-08-23,United Kingdom,no
"""experience has really declined""",Premium Economy,2016-08-23,Canada,no
"""BA has declined significantly""",First Class,2016-08-22,New Zealand,no
"""First Class is a total wate of money""",First Class,2016-08-21,United Kingdom,no
"""every time I complain about the breakfast""",Business Class,2016-08-19,United Kingdom,yes
"""customer services representatives were unhelpful""",Business Class,2016-08-19,United Kingdom,no
"""quick and hassle free""",Economy Class,2016-08-18,United Kingdom,yes
"""choice between a mini Kitkat or a mini mars bar""",Economy Class,2016-08-17,United Kingdom,no
"""hope this experience is not repeated""",Economy Class,2016-08-16,United Kingdom,no
